Lugar;Espacialidade;"COD IBGE";"IDHM (2010)"
"Berilo (MG)";Município;310650;0,628
"Colônia do Gurguéia (PI)";Município;220275;0,628
"Cutias (AP)";Município;160021;0,628
"Itacambira (MG)";Município;313200;0,628
"Jordânia (MG)";Município;313650;0,628
"Milagres (CE)";Município;230830;0,628
"Monteiro (PB)";Município;250970;0,628
"Palmeiras do Tocantins (TO)";Município;171380;0,628
"Riachão do Jacuípe (BA)";Município;292630;0,628
"Santana de Pirapama (MG)";Município;315850;0,628
"São Francisco do Oeste (RN)";Município;241190;0,628
"Serra Branca (PB)";Município;251550;0,628
"Axixá do Tocantins (TO)";Município;170290;0,627
"Baixio (CE)";Município;230180;0,627
"Bugre (MG)";Município;310925;0,627
"Buriti do Tocantins (TO)";Município;170380;0,627
"Cachoeirinha (TO)";Município;170382;0,627
"Cairu (BA)";Município;290540;0,627
"Cedro (CE)";Município;230380;0,627
"Coronel Murta (MG)";Município;311950;0,627
"Cuparaque (MG)";Município;312083;0,627
"Espinosa (MG)";Município;312430;0,627
"Itamaraju (BA)";Município;291560;0,627
"Itaverava (MG)";Município;313390;0,627
"Lagoa da Confusão (TO)";Município;171190;0,627
"Lagoa Seca (PB)";Município;250830;0,627
"Lambari D'Oeste (MT)";Município;510523;0,627
"Pavão (MG)";Município;314850;0,627
"Peçanha (MG)";Município;314860;0,627
"Pedra Azul (MG)";Município;314870;0,627
"Pequizeiro (TO)";Município;171665;0,627
"Riacho dos Machados (MG)";Município;315450;0,627
"Santa Bárbara do Pará (PA)";Município;150635;0,627
"Santa Rita (PB)";Município;251370;0,627
"Santa Teresinha (PB)";Município;251380;0,627
"São Gonçalo dos Campos (BA)";Município;292930;0,627
"Simplício Mendes (PI)";Município;221080;0,627
"Sumé (PB)";Município;251630;0,627
"Vale do Paraíso (RO)";Município;110180;0,627
"Arari (MA)";Município;210100;0,626
"Bonfim (RR)";Município;140015;0,626
"Campo Redondo (RN)";Município;240210;0,626
"Coroaci (MG)";Município;311920;0,626
"Coruripe (AL)";Município;270230;0,626
"Floresta (PE)";Município;260570;0,626
"Guamaré (RN)";Município;240450;0,626
"Itaitinga (CE)";Município;230625;0,626
"Joanésia (MG)";Município;313610;0,626
"Mambaí (GO)";Município;521270;0,626
"Mendes Pimentel (MG)";Município;314150;0,626
"Milhã (CE)";Município;230835;0,626
"Muribeca (SE)";Município;280430;0,626
"Olhos-D'Água (MG)";Município;314545;0,626
"Pedra Branca do Amapari (AP)";Município;160015;0,626
"Piedade dos Gerais (MG)";Município;315040;0,626
"Pocrane (MG)";Município;315190;0,626
"Raposa (MA)";Município;210945;0,626
"Redenção (CE)";Município;231160;0,626
"Santa Leopoldina (ES)";Município;320450;0,626
"Santo Estêvão (BA)";Município;292880;0,626
"São Sebastião do Oeste (MG)";Município;316460;0,626
"Senhora dos Remédios (MG)";Município;316620;0,626
"Serra da Raiz (PB)";Município;251560;0,626
"Tumiritinga (MG)";Município;316950;0,626
"Várzea (RN)";Município;241470;0,626
"Alto Paraíso (RO)";Município;110040;0,625
"Amargosa (BA)";Município;290100;0,625
"Angical (BA)";Município;290140;0,625
"Brás Pires (MG)";Município;310870;0,625
"Caetité (BA)";Município;290520;0,625
"Ervália (MG)";Município;312400;0,625
"Francisco Dumont (MG)";Município;312660;0,625
"Guimarães (MA)";Município;210490;0,625
"Gurjão (PB)";Município;250650;0,625
"Ibicaraí (BA)";Município;291210;0,625
"Lagarto (SE)";Município;280350;0,625
"Lajes Pintadas (RN)";Município;240680;0,625
"Mâncio Lima (AC)";Município;120033;0,625
"Medeiros Neto (BA)";Município;292110;0,625
"Nova Olinda (CE)";Município;230920;0,625
"Paulistas (MG)";Município;314840;0,625
"Potiraguá (BA)";Município;292540;0,625
"Santa Cruz do Escalvado (MG)";Município;315740;0,625
"São João do Pacuí (MG)";Município;316265;0,625
"Solonópole (CE)";Município;231300;0,625
"Almino Afonso (RN)";Município;240060;0,624
"Amaral Ferrador (RS)";Município;430063;0,624
"Angicos (RN)";Município;240080;0,624
"Barra Longa (MG)";Município;310570;0,624
"Braúnas (MG)";Município;310880;0,624
"Buritizeiro (MG)";Município;310940;0,624
"Caparaó (MG)";Município;311210;0,624
"Capitão Andrade (MG)";Município;311265;0,624
"Caracaraí (RR)";Município;140020;0,624
"Caxias (MA)";Município;210300;0,624
"Fortim (CE)";Município;230445;0,624
"Icaraí de Minas (MG)";Município;313005;0,624
"Inhuma (PI)";Município;220470;0,624
"Itajá (RN)";Município;240485;0,624
"Jaguaruana (CE)";Município;230700;0,624
"Jenipapo de Minas (MG)";Município;313545;0,624
"Lajes (RN)";Município;240670;0,624
"Medina (MG)";Município;314140;0,624
"Ourilândia do Norte (PA)";Município;150543;0,624
"Pedra do Anta (MG)";Município;314880;0,624
"Ponte Alta do Tocantins (TO)";Município;171790;0,624
"Poté (MG)";Município;315240;0,624
"Rio Pardo de Minas (MG)";Município;315560;0,624
"Vale do Sol (RS)";Município;432253;0,624
"Bela Cruz (CE)";Município;230230;0,623
"Bom Jesus do Galho (MG)";Município;310780;0,623
"Cabrobó (PE)";Município;260300;0,623
"Caturité (PB)";Município;250435;0,623
"Cedro de São João (SE)";Município;280160;0,623
"Divinolândia de Minas (MG)";Município;312220;0,623
"Elísio Medrado (BA)";Município;291030;0,623
"Equador (RN)";Município;240340;0,623
"Esperança (PB)";Município;250600;0,623
"Guaraciaba (MG)";Município;312820;0,623
"Itapagé (CE)";Município;230630;0,623
"Juti (MS)";Município;500515;0,623
"Lençóis (BA)";Município;291930;0,623
"Miguel Leão (PI)";Município;220630;0,623
"Oriximiná (PA)";Município;150530;0,623
"Petrolândia (PE)";Município;261100;0,623
"São José do Norte (RS)";Município;431850;0,623
"São Miguel dos Campos (AL)";Município;270860;0,623
"São Miguel do Tocantins (TO)";Município;172020;0,623
"Tenente Laurentino Cruz (RN)";Município;241415;0,623
"Valença (BA)";Município;293290;0,623
"Zabelê (PB)";Município;251740;0,623
"Abel Figueiredo (PA)";Município;150013;0,622
"Aratuba (CE)";Município;230140;0,622
"Calmon (SC)";Município;420315;0,622
"Dom Joaquim (MG)";Município;312260;0,622
"Dom Pedro (MA)";Município;210380;0,622
"Ferreiros (PE)";Município;260550;0,622
"Francisco Badaró (MG)";Município;312650;0,622
"Ibitirama (ES)";Município;320255;0,622
"Imbaú (PR)";Município;411007;0,622
"Jacundá (PA)";Município;150380;0,622
"Martins (RN)";Município;240740;0,622
"Milagres (BA)";Município;292130;0,622
"Mirinzal (MA)";Município;210680;0,622
"Missão Velha (CE)";Município;230840;0,622
"Monte do Carmo (TO)";Município;171360;0,622
"Nísia Floresta (RN)";Município;240820;0,622
"Palmácia (CE)";Município;231010;0,622
"Palmares (PE)";Município;261000;0,622
"Passa Sete (RS)";Município;431406;0,622
"Plácido de Castro (AC)";Município;120038;0,622
"Porteiras (CE)";Município;231110;0,622
"Quixabá (PB)";Município;251260;0,622
"Quixeré (CE)";Município;231150;0,622
"Santarém (PB)";Município;251365;0,622
"São João do Cariri (PB)";Município;251400;0,622
"São Paulo do Potengi (RN)";Município;241260;0,622
"São Pedro do Suaçuí (MG)";Município;316410;0,622
"Augusto Severo (RN)";Município;240130;0,621
"Campo Azul (MG)";Município;311115;0,621
"Campo do Brito (SE)";Município;280100;0,621
"Capim Grosso (BA)";Município;290687;0,621
"Catuti (MG)";Município;311547;0,621
"Cerro Negro (SC)";Município;420417;0,621
"Cônego Marinho (MG)";Município;311783;0,621
"Doutor Severiano (RN)";Município;240320;0,621
"Filadélfia (TO)";Município;170770;0,621
"Goianorte (TO)";Município;170830;0,621
"Jaguaribe (CE)";Município;230690;0,621
"Japaratuba (SE)";Município;280330;0,621
"Licínio de Almeida (BA)";Município;291940;0,621
"Maragogipe (BA)";Município;292060;0,621
"Pacujá (CE)";Município;230990;0,621
"Piancó (PB)";Município;251130;0,621
"Piraquê (TO)";Município;171720;0,621
"Portalegre (RN)";Município;241020;0,621
"Prado (BA)";Município;292550;0,621
"Santana do Manhuaçu (MG)";Município;315890;0,621
"Sertãozinho (PB)";Município;251593;0,621
"Tamarana (PR)";Município;412667;0,621
"Alto Rio Doce (MG)";Município;310210;0,620
"Antônio Almeida (PI)";Município;220080;0,620
"Bias Fortes (MG)";Município;310680;0,620
"Camocim (CE)";Município;230260;0,620
"Chapada da Natividade (TO)";Município;170510;0,620
"Charrua (RS)";Município;430537;0,620
"Ipueiras (TO)";Município;170980;0,620
"Irará (BA)";Município;291450;0,620
"Itaberaba (BA)";Município;291470;0,620
"Itaquiraí (MS)";Município;500460;0,620
"Jacinto (MG)";Município;313470;0,620
"Monte Santo do Tocantins (TO)";Município;171370;0,620
"Passagem (PB)";Município;251070;0,620
"Santo Antônio (RN)";Município;241150;0,620
"São Félix de Minas (MG)";Município;316105;0,620
"São Luís do Curu (CE)";Município;231260;0,620
"Senador Modestino Gonçalves (MG)";Município;316590;0,620
"Urucará (AM)";Município;130430;0,620
"Virgolândia (MG)";Município;317190;0,620
"Baturité (CE)";Município;230210;0,619
"Benjamin Constant do Sul (RS)";Município;430205;0,619
"Brejo dos Santos (PB)";Município;250290;0,619
"Cantá (RR)";Município;140017;0,619
"Chapada de Areia (TO)";Município;170460;0,619
"Fronteiras (PI)";Município;220430;0,619
"Ipojuca (PE)";Município;260720;0,619
"Matinha (MA)";Município;210650;0,619
"Pingo-D'Água (MG)";Município;315053;0,619
"Rorainópolis (RR)";Município;140047;0,619
"Santo Antônio dos Milagres (PI)";Município;220945;0,619
"Senador Pompeu (CE)";Município;231270;0,619
"Urucuia (MG)";Município;317052;0,619
"Vitória do Jari (AP)";Município;160080;0,619
"Apuiarés (CE)";Município;230090;0,618
"Arneiroz (CE)";Município;230150;0,618
"Catarina (CE)";Município;230360;0,618
"Conde (PB)";Município;250460;0,618
"Demerval Lobão (PI)";Município;220330;0,618
"Formosa do Rio Preto (BA)";Município;291110;0,618
"Ipu (CE)";Município;230580;0,618
"Jaguaribara (CE)";Município;230680;0,618
"José de Freitas (PI)";Município;220550;0,618
"Malacacheta (MG)";Município;313920;0,618
"Mamonas (MG)";Município;313925;0,618
"Maruim (SE)";Município;280400;0,618
"Meruoca (CE)";Município;230820;0,618
"Mortugaba (BA)";Município;292180;0,618
"Patu (RN)";Município;240930;0,618
"Reserva (PR)";Município;412170;0,618
"Santa Cruz (PB)";Município;251320;0,618
"Timbaúba (PE)";Município;261530;0,618
"Toritama (PE)";Município;261540;0,618
"Umarizal (RN)";Município;241450;0,618
"Viana (MA)";Município;211280;0,618
"Cajuri (MG)";Município;311020;0,617
"Guaiúba (CE)";Município;230495;0,617
"José Raydan (MG)";Município;313655;0,617
"Junco do Seridó (PB)";Município;250780;0,617
"Major Sales (RN)";Município;240725;0,617
"Muniz Ferreira (BA)";Município;292220;0,617
"Parecis (RO)";Município;110145;0,617
"Puxinanã (PB)";Município;251240;0,617
"Riachuelo (SE)";Município;280590;0,617
"Salinas da Margarida (BA)";Município;292730;0,617
"São José do Sabugi (PB)";Município;251470;0,617
"Saubara (BA)";Município;292975;0,617
"Sítio D'Abadia (GO)";Município;522070;0,617
"Uibaí (BA)";Município;293240;0,617
"Vigia (PA)";Município;150820;0,617
"Água Nova (RN)";Município;240040;0,616
"Barreira (CE)";Município;230195;0,616
"Buritis (RO)";Município;110045;0,616
"Campanário (MG)";Município;311080;0,616
"Caravelas (BA)";Município;290690;0,616
"Ceará-Mirim (RN)";Município;240260;0,616
"Chuvisca (RS)";Município;430544;0,616
"Datas (MG)";Município;312100;0,616
"Fortaleza dos Nogueiras (MA)";Município;210410;0,616
"Herveiras (RS)";Município;430957;0,616
"Ibipeba (BA)";Município;291240;0,616
"Icapuí (CE)";Município;230535;0,616
"Itaguatins (TO)";Município;171070;0,616
"Massapê (CE)";Município;230800;0,616
"Matias Cardoso (MG)";Município;314085;0,616
"Novorizonte (MG)";Município;314537;0,616
"Rio dos Bois (TO)";Município;171870;0,616
"Santa Fé do Araguaia (TO)";Município;171886;0,616
"Santa Quitéria (CE)";Município;231220;0,616
"São Felipe (BA)";Município;292910;0,616
"São Gonçalo do Piauí (PI)";Município;220980;0,616
"São Mateus do Maranhão (MA)";Município;211150;0,616
"Soledade (PB)";Município;251610;0,616
"Tabatinga (AM)";Município;130406;0,616
"Uruçuca (BA)";Município;293270;0,616
"Aracoiaba (CE)";Município;230120;0,615
"Barra de São Miguel (AL)";Município;270060;0,615
"Capela (SE)";Município;280130;0,615
"Caputira (MG)";Município;311290;0,615
"Cedro (PE)";Município;260430;0,615
"Dom Eliseu (PA)";Município;150293;0,615
"Entre Rios (BA)";Município;291050;0,615
"Gaúcha do Norte (MT)";Município;510385;0,615
"Itaporanga (PB)";Município;250700;0,615
"Janduís (RN)";Município;240520;0,615
"Jequitinhonha (MG)";Município;313580;0,615
"Marilac (MG)";Município;314010;0,615
"Monsenhor Gil (PI)";Município;220640;0,615
"Monte Alegre de Goiás (GO)";Município;521350;0,615
"Paramirim (BA)";Município;292360;0,615
"Porto Rico do Maranhão (MA)";Município;210905;0,615
"Riacho de Santana (BA)";Município;292640;0,615
"Ribamar Fiquene (MA)";Município;210955;0,615
"Santa Fé de Minas (MG)";Município;315760;0,615
"São João do Paraíso (MG)";Município;316270;0,615
"São João dos Patos (MA)";Município;211110;0,615
"São José do Campestre (RN)";Município;241230;0,615
"Sebastião Laranjeiras (BA)";Município;293000;0,615
"Soure (PA)";Município;150790;0,615
"Altos (PI)";Município;220040;0,614
"Brasiléia (AC)";Município;120010;0,614
"Cristópolis (BA)";Município;290970;0,614
"Ibiaí (MG)";Município;312960;0,614
"Ibirapuã (BA)";Município;291280;0,614
"Igaporã (BA)";Município;291340;0,614
"Igarapé Grande (MA)";Município;210520;0,614
"Itapuã do Oeste (RO)";Município;110110;0,614
"Itaú (RN)";Município;240490;0,614
"Jaquirana (RS)";Município;431112;0,614
"Jardim (CE)";Município;230710;0,614
"Luislândia (MG)";Município;313868;0,614
"Manacapuru (AM)";Município;130250;0,614
"Marquinho (PR)";Município;411545;0,614
"Nova Russas (CE)";Município;230930;0,614
"Ouro Velho (PB)";Município;251060;0,614
"Patis (MG)";Município;314795;0,614
"Pedras de Maria da Cruz (MG)";Município;314915;0,614
"Pilões (RN)";Município;241000;0,614
"Pracuúba (AP)";Município;160055;0,614
"Presidente Dutra (BA)";Município;292560;0,614
"Presidente Juscelino (MG)";Município;315320;0,614
"Santa Maria da Vitória (BA)";Município;292810;0,614
"Sapeaçu (BA)";Município;292960;0,614
"Serra do Mel (RN)";Município;241335;0,614
"Sete Quedas (MS)";Município;500770;0,614
"Ubaporanga (MG)";Município;317005;0,614
"Brasil Novo (PA)";Município;150172;0,613
"Buerarema (BA)";Município;290470;0,613
"Castro Alves (BA)";Município;290730;0,613
"Coaraci (BA)";Município;290800;0,613
"Corumbiara (RO)";Município;110007;0,613
"Iranduba (AM)";Município;130185;0,613
"Itabaiana (PB)";Município;250690;0,613
"Jaborandi (BA)";Município;291735;0,613
"Lajeado do Bugre (RS)";Município;431142;0,613
"Lavras da Mangabeira (CE)";Município;230750;0,613
"Montalvânia (MG)";Município;314270;0,613
"Montividiu do Norte (GO)";Município;521377;0,613
"Ribeirópolis (SE)";Município;280600;0,613
"Rio Formoso (PE)";Município;261190;0,613
"Santa Bárbara do Leste (MG)";Município;315725;0,613
"Santa Maria do Salto (MG)";Município;315810;0,613
"Santa Rita de Minas (MG)";Município;315935;0,613
"Santo Inácio do Piauí (PI)";Município;220950;0,613
"Sertânia (PE)";Município;261410;0,613
"Barro Duro (PI)";Município;220140;0,612
"Bertolínia (PI)";Município;220170;0,612
"Boninal (BA)";Município;290400;0,612
"Canindé (CE)";Município;230280;0,612
"Cujubim (RO)";Município;110094;0,612
"Cururupu (MA)";Município;210370;0,612
"Delmiro Gouveia (AL)";Município;270240;0,612
"Itacajá (TO)";Município;171050;0,612
"Jaguaretama (CE)";Município;230670;0,612
"Marco (CE)";Município;230780;0,612
"Mathias Lobato (MG)";Município;317150;0,612
"Piedade de Caratinga (MG)";Município;315015;0,612
"Pintadas (BA)";Município;292465;0,612
"Poço de José de Moura (PB)";Município;251207;0,612
"Santa Cruz da Baixa Verde (PE)";Município;261247;0,612
"Santana do Cariri (CE)";Município;231210;0,612
"Taboleiro Grande (RN)";Município;241380;0,612
"Vermelho Novo (MG)";Município;317115;0,612
"Amparo de São Francisco (SE)";Município;280010;0,611
"Cabaceiras (PB)";Município;250310;0,611
"Capistrano (CE)";Município;230290;0,611
"Colniza (MT)";Município;510325;0,611
"Conceição do Coité (BA)";Município;290840;0,611
"Costa Marques (RO)";Município;110008;0,611
"Ibiassucê (BA)";Município;291200;0,611
"Lajedo (PE)";Município;260880;0,611
"Livramento de Nossa Senhora (BA)";Município;291950;0,611
"Rio Preto da Eva (AM)";Município;130356;0,611
"São Benedito (CE)";Município;231230;0,611
"São Francisco do Guaporé (RO)";Município;110149;0,611
"São José de Mipibu (RN)";Município;241220;0,611
"São Rafael (RN)";Município;241280;0,611
"Sumidouro (RJ)";Município;330570;0,611
"Tunas do Paraná (PR)";Município;412788;0,611
"Ubaitaba (BA)";Município;293220;0,611
"Varjota (CE)";Município;231395;0,611
"Açucena (MG)";Município;310050;0,610
"Barão do Triunfo (RS)";Município;430175;0,610
"Barrocas (BA)";Município;290327;0,610
"Coreaú (CE)";Município;230400;0,610
"Divina Pastora (SE)";Município;280200;0,610
"Ererê (CE)";Município;230427;0,610
"Igaracy (PB)";Município;250260;0,610
"Indaiabira (MG)";Município;313065;0,610
"Itarantim (BA)";Município;291680;0,610
"Madalena (CE)";Município;230763;0,610
"Miranda do Norte (MA)";Município;210675;0,610
"Monsenhor Tabosa (CE)";Município;230860;0,610
"Morada Nova (CE)";Município;230870;0,610
"Orobó (PE)";Município;260970;0,610
"Orocó (PE)";Município;260980;0,610
"Pastos Bons (MA)";Município;210800;0,610
"Pesqueira (PE)";Município;261090;0,610
"Pilar (AL)";Município;270690;0,610
"Ruy Barbosa (BA)";Município;292720;0,610
"Santa Cruz da Vitória (BA)";Município;292780;0,610
"Santa Margarida (MG)";Município;315790;0,610
"São Félix do Piauí (PI)";Município;220960;0,610
"São José do Belmonte (PE)";Município;261350;0,610
"São Raimundo das Mangabeiras (MA)";Município;211160;0,610
"Virgem da Lapa (MG)";Município;317160;0,610
"Amaralina (GO)";Município;520082;0,609
